Gender,Age_Group,Country,Local-Foreign,Education_Level,Part_Full,Accomodation,Living,Buy_Food,no_Quality,no_Price,No_Serving_Size,No_Variety,No_Environment,No_from_Where,Home_Food_Prepare,Buy_Location,Days_buy,Eat_Time,Daily_Spend,Group_Eat,yes_Food,yes_Price,yes_size,yes_variety,yes_bev_Price,yes_bev_variety,yes_env,yes_ordering,yes_seat,yes_cs,name_dish,price_dish,three_words,W_Food,W_Env,W_Price,ord_system,comments
Female,25 - 30 Years,Malaysia,Local,Graduate,Part Time,Parents,Family / Parents,No,2,3,3,2,2,From Home;Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,25 - 30 Years,Tanzania,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria;Order Online,1 - 2 days,Breakfast,RM 8 - RM 10,No,1,1,1,1,1,1,1,1,1,1,Yes,Guess,satisfying; satisfying; satisfying,satisfying,satisfying,satisfying,Buffet system,no
Male,31 - 35 Years,India,Foreginer,Post Graduate,Part Time,Private,Family / Parents,No,2,3,3,1,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,Prefer different menu instead of having same mamak hotel menu like everywhere
Female,15 - 24 Years,Zimbabwe,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,1,1,1,1,1,3,1,1,1,1,No,No,Good  Fine Ok,good,fine,ok,Buffet system,
Female,25 - 30 Years,China,Foreginer,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch,RM 5 - RM 7,No,4,3,3,1,3,3,3,4,4,3,Yes,Yes,worst stink average ,worst,stick,average,Off the Menu,Chef need to be fired
Female,25 - 30 Years,India,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,Less than RM 5,Yes,1,1,1,3,3,3,1,1,3,1,Yes,Yes,Good satisfied better,food,satisfied,better,Off the Menu,Can improve more
Female,15 - 24 Years,China,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,1,1,3,1,1,1,3,1,1,Yes,Yes,Good; room for improvement; average,good,room for improvement,average,Buffet system,
Female,25 - 30 Years,Tanzania,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;From Home,1 - 2 days,Lunch,RM 5 - RM 7,No,5,1,1,5,1,3,5,3,3,3,Yes,No,Boring; Packed; Average,boring,packed,average,Buffet system,
Male,25 - 30 Years,Malaysia,Local,Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,1,1,3,1,1,1,3,3,1,Yes,Yes,,,,,Buffet system,
Male,25 - 30 Years,China,Foreginer,Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;Order Online,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 10 - RM 15,Yes,1,1,1,1,3,3,1,3,3,1,Yes,No,good taste can be improved,taste can be improved,,,Off the Menu,
Male,15 - 24 Years,Kenya,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 10 - RM 15,Yes,3,1,1,3,1,4,3,1,1,1,No,No,,,,,Buffet system,You should introduce pakistani foods too atleast Africans are familiar with some of them
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,4,1,1,1,1,1,1,1,1,Yes,No,Tasty; comfort; pricy ,tast,comfprt,pricy,Buffet system,
Female,15 - 24 Years,Gambia,Foreginer,Under Graduate,Full Time,Private,Family / Parents,No,1,3,3,1,3,Order Online,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,1,1,1,3,1,3,3,3,1,1,No,No,Fat; hot; available ,fat,hot,available,Off the Menu,there are a lot of insects in cafeterias 
Female,15 - 24 Years,Malaysia,Local,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop;From Home,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,4,4,3,1,1,4,1,3,4,Yes,No,overall Not satisfied ,overall Not satisfied ,overall Not satisfied ,overall Not satisfied ,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,4,3,1,1,1,1,1,1,3,Yes,Yes,Moderate,Moderate,Moderate,Moderate,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,3,1,3,1,Yes,Yes,,,,,Buffet system,
Male,25 - 30 Years,Yemen,Foreginer,Certificate Course,Part Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,1 - 2 days,Breakfast;Lunch,RM 10 - RM 15,Yes,1,1,1,1,1,1,1,1,1,1,Yes,No,,,,,Buffet system,
Male,15 - 24 Years,Eritrea,Foreginer,Under Graduate,Full Time,Private,With Students,No,2,3,2,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Sudan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Snacks / Tea,RM 8 - RM 10,Yes,1,3,1,1,1,1,1,1,1,1,No,No,Good,Good,Good,Good,Off the Menu,
Male,15 - 24 Years,Pakistan,Foreginer,Graduate,Full Time,Private,With Students,No,3,2,2,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,No,1,3,1,1,1,1,1,1,1,1,Yes,No,,,,,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,4,3,1,5,1,1,3,3,3,May be,Yes,Expensive ; have to improve ,have to improve,,expensive,Off the Menu,
Male,15 - 24 Years,Kenya,Foreginer,Foundation ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Convenient Shop,1 - 2 days,Lunch,Less than RM 5,Yes,1,1,1,1,3,1,1,1,4,3,Yes,Yes,Good satisfactory okay,good,satisfactory,okay,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,No,1,1,1,1,1,1,3,1,3,1,Yes,May be,Okay; noisy; so-so,okay,noisy,so-so,Buffet system,Nah
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;From Home,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,1,5,3,4,4,1,3,4,5,Yes,Yes,Clean;warm and affordable,warm,clean,affordable,Off the Menu,The AC is not really working.It's a bit warm at the cafeteria
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,Convenient Shop,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,1,1,3,3,3,1,3,1,3,May be,No,,,,,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,3,3,3,2,1,From Home;Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,Improve taste of ur food
Male,15 - 24 Years,Pakistan,Foreginer,Foundation ,Full Time,Private,With Students,No,3,3,2,3,1,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Tanzania,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,Good nice satisfied,good,nice,satisfied,Buffet system,
Female,25 - 30 Years,Kenya,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,1,1,3,1,1,1,3,1,3,Yes,Yes,Can be better,Can be better,Can be better,Can be better,Buffet system,
Female,31 - 35 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,No,3,1,1,3,3,3,1,1,3,1,May be,May be,All dishes have similar taste,All dishes have similar taste,,,Buffet system,
Female,31 - 35 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,No,3,1,1,3,3,3,1,1,3,1,May be,May be,All dishes have similar taste,All dishes have similar taste,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,1,1,3,1,4,1,3,3,Yes,Yes,plenty;noisy;average,plenty,noisy,average,Buffet system,I wish the food can be more nutritious in terms of ingredients. eg brown; wholemeal rice
Male,31 - 35 Years,Iran,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,1,1,1,1,1,1,1,3,1,1,Yes,Yes,Good average good,good,average,good,Off the Menu,
Female,25 - 30 Years,India,Foreginer,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Order Online,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 8 - RM 10,Yes,1,1,1,1,3,3,1,3,1,1,Yes,Yes,Good food ,good,,,Buffet system,Change menu frequently
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,Convenient Shop,1 - 2 days,Lunch,RM 10 - RM 15,Yes,3,3,1,1,3,3,3,1,1,3,Yes,No,,,,,Buffet system,
Male,25 - 30 Years,Brunei,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,4,3,3,4,1,1,3,3,3,3,Yes,Yes,healthy value for money,healthy,,value for money,Buffet system,They should have grilled chicken or good salad
Female,15 - 24 Years,Kenya,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,1,1,3,1,1,3,1,3,1,Yes,Yes,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,3,3,5,4,4,3,3,3,3,Yes,Yes,food is salty; environment is okay; expensive,salty,okay,expensive,Off the Menu,add variety of food
Male,15 - 24 Years,Egypt,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,1,2,3,3,1,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,not really good
Male,15 - 24 Years,Tanzania,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 10 - RM 15,Yes,4,1,3,4,3,3,4,3,3,3,Yes,No,,,,,Off the Menu,
Female,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,Friends,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,1,4,3,4,4,4,4,4,Yes,Yes,need some improvement,,need some improvement,,Off the Menu,Sometimes the food doesn't taste good and it takes long
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,5,3,3,1,3,3,3,4,3,May be,No,expensive;noisy,,noisy,expensive,Buffet system,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Breakfast,Less than RM 5,Yes,5,1,3,5,3,3,3,3,1,3,Yes,Yes,In tpm its the worst food,worst in TPM,,,Off the Menu,Plz do something atleast acceptable in new campus
Male,25 - 30 Years,Bandladesh,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,3,3,3,4,3,4,3,3,4,3,Yes,May be,average;good and okay,average,good,okay,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,From Home,1 - 2 days,Lunch;Snacks / Tea,RM 5 - RM 7,Yes,5,5,5,5,5,5,4,5,4,3,No,No,The food is expensive; environment smells bad and the pricing rate is high,,smells bad,expensive,Off the Menu,please do overcome this
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,No,3,3,2,3,3,From Home,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Taste; acceptable serving size and price
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,5,4,4,4,4,4,4,4,3,3,Yes,Yes,Tasteless; normal;expensive,tasteless,normal,expensive,Off the Menu,improve the taste of food
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,Convenient Shop;Don't take lunch at University,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,3,4,3,1,1,3,3,4,4,3,Yes,Yes,standard; good; expensive,standard,good,expensive,Off the Menu,no
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,1,1,2,1,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Food below expectation; pricing is not worth; environment is good
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,2,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Everything in the cafeteria just sucks; no matter food quality or the price; especially Alia.
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,No,3,2,2,3,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 5 - RM 7,Yes,4,4,4,4,4,4,1,5,5,5,May be,No,horrible,horrible,horrible,horrible,Buffet system,will this survey respond will send to APU management ?
Male,25 - 30 Years,Pakistan,Foreginer,Post Graduate ,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Yes,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,1,3,1,1,1,1,1,1,1,4,Yes,May be,Diversified Friendly  Reasonable ,diversified,friendly,reasonable,Off the Menu,All the best homie. Asher ;) 
Male,15 - 24 Years,Pakistan,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Snacks / Tea,RM 8 - RM 10,Yes,1,1,3,4,1,1,1,1,3,3,Yes,Guess,Not delicious but okay to kill hunger -Reasonable to some extent - Enviroment is okay,Not delicious but okay to kill hunger, -Reasonable to some extent,okay,Buffet system,
Male,15 - 24 Years,Kenya,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,3 - 4 days,Snacks / Tea,RM 5 - RM 7,Yes,1,3,4,3,1,1,4,1,4,4,Yes,May be,Tasty Unclean Expensive,tasty,unclean,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch,RM 8 - RM 10,No,3,5,4,3,3,3,4,4,4,3,Yes,Yes,Expensive; Stuffy; High,,stuffy,expensive,Buffet system,
Male,25 - 30 Years,Pakistan,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,3,3,1,1,1,1,1,1,May be,May be,,,,,Off the Menu,
Male,25 - 30 Years,Japan,Foreginer,Certificate Course,Part Time,Company,With Working Professionals,No,2,2,2,2,2,include the class,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,
Male,31 - 35 Years,Japan,Foreginer,Certificate Course,Part Time,Company,With Working Professionals,No,2,2,2,2,2,From university,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Healthy food 
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Breakfast,RM 5 - RM 7,Yes,1,3,1,3,3,1,3,3,3,1,No,Yes,5rm,,,,Buffet system,We need more space 
Male,15 - 24 Years,Malaysia,Local,Certificate Course,Full Time,Private,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,4,1,4,3,3,3,4,3,4,Yes,Yes,Need some improvement,,Need some improvement,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,,,,,Buffet system,
Female,15 - 24 Years,Bandladesh,Foreginer,Graduate,Full Time,Private,Alone,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,No,3,1,3,1,1,1,1,1,3,1,Yes,Yes,,,,,Off the Menu,
Female,15 - 24 Years,Kenya,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,5,3,3,3,4,3,3,3,3,3,No,Yes,not bad,not bad,not bad,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;From Home,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,3,4,1,1,3,4,1,5,3,May be,May be,expensive; not so good; crowded,not so good,crowded,expensive,Buffet system,include more choices
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Breakfast,RM 8 - RM 10,Yes,4,5,1,4,5,4,1,1,3,3,Yes,Yes,expensive crowded not delicious,not delicious,crowded,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,1,3,3,4,3,3,5,5,3,4,Yes,Yes,not satisfied,not satisfied,not satisfied,not satisfied,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,4,4,4,4,4,4,3,1,4,3,Yes,No,stomache; unvariable; expensive,stomache,unvariable,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,1,1,1,1,1,4,3,4,3,Yes,Yes,fine;dark;okay,fine,dark,okay,Off the Menu,May be the taste of food can be improvde
Female,15 - 24 Years,Taiwan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,3,3,3,3,3,4,5,4,Yes,Yes,Expensive;hot;Expensive,,hot,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,1,4,1,3,1,1,1,3,3,4,Yes,Yes,Not good Enough,not good enough,,,Buffet system,The price is unstable and high
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,5,4,1,5,1,1,5,4,4,Yes,Yes,The price is extremely high,,,extremely high,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,3,2,3,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Female,15 - 24 Years,Djibouti,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,1,1,1,1,1,1,1,1,4,May be,Yes,Need International food like Arabic,,,,Off the Menu,Need International food like Arabic
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,No,3,3,2,2,2,Don't take lunch at University,,,,,,,,,,,,,,,,,,,,,,,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,1,1,1,4,3,3,3,3,3,Yes,Yes,low Quality and yet Expensive,low quality,,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,Family / Parents,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Snacks / Tea,RM 10 - RM 15,No,4,4,4,4,4,4,4,5,5,5,May be,May be,Expensive;hot and not delicious,not delicious,hot,expensive,Off the Menu,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,3,4,3,1,1,1,1,3,1,Yes,No,Affordable;small portion and not limited Space,small portio,limited space,affordable,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,3,5,3,1,4,3,1,1,4,3,May be,May be,not bad; comfortable; can be better,Can be better,comfortable,not bad,Buffet system,An enlargement of place and decreasing the price will make it better
Male,15 - 24 Years,Krygyzstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,3,5,1,5,4,3,3,3,3,3,Yes,May be,clean;  tasty and quantity,tasty but low quanitty,clean,,Buffet system,
Male,15 - 24 Years,Kazakhstan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,3,5,1,5,4,1,4,1,1,3,Yes,Yes,clean; not smelly; cheap; tasty,tasty,clean,cheap,Buffet system,
Male,15 - 24 Years,Pakistan,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Convenient Shop,1 - 2 days,Breakfast,RM 10 - RM 15,Yes,3,1,1,3,1,1,3,1,1,1,No,Yes,Not so Good,not so good,,,Off the Menu,
Male,15 - 24 Years,rwanda,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 10 - RM 15,Yes,1,5,1,5,1,4,3,1,1,3,Yes,Yes,its okay,its okay,,,Buffet system,variety food
Female,15 - 24 Years,Pakistan,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,No,1,2,2,1,3,Order Online,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,Western style should also be survey
Male,15 - 24 Years,Tanzania,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,more than 4 days,Lunch,RM 8 - RM 10,Yes,1,1,3,4,4,1,3,3,4,3,Yes,Yes,food is satisfactory; environment okay; prices are reasonable,satisfactory,okay,reasonable,Off the Menu,no
Male,15 - 24 Years,Djibouti,Foreginer,Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,1,3,1,1,1,4,5,4,4,Yes,Yes,clean;reasonable price; availability,clean,availability,reasonable,Buffet system,employees are friendly
Male,15 - 24 Years,Sudan,Foreginer,Under Graduate,Full Time,Private,With Working Professionals,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,3,3,4,3,3,3,3,4,3,3,No,Yes,price of food is quite good but food quality not that much,quality not good,,good,Buffet system,
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 5 - RM 7,Yes,1,3,3,4,3,4,4,4,4,4,Yes,No,boring; ok; expensive,ok,boring,expensive,Buffet system,
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,more than 4 days,Lunch,RM 5 - RM 7,Yes,3,1,1,1,1,1,1,3,1,3,Yes,Yes,delicious but normal; clean; expensive,delicious but normal,clean,expensive,Buffet system,
Male,15 - 24 Years,Indonesia,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Breakfast;Snacks / Tea,Less than RM 5,Yes,3,5,5,3,5,4,1,4,3,3,Yes,No,okay;comfort; confusing,okay,comfort,confusing,Buffet system,they hell expensive
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,Don't take lunch at University,1 - 2 days,Lunch,RM 5 - RM 7,Yes,3,1,1,1,1,1,1,3,4,3,Yes,No,environment is good,,,good,Off the Menu,reduce the price
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Yes,APU Cafeteria;From Home,1 - 2 days,Lunch,RM 5 - RM 7,Yes,4,4,1,4,3,3,1,3,1,3,Yes,Yes,please keep improving,,keep improving,,Off the Menu,put more varieties of food and quality of food
